Time,BTC / USD Denominated Closing Price,BTC / MVRV (Market Cap / Realized Market Cap),BTC / 30 Day Volatility,BTC / 180 Day Volatility
18/01/2013,15.71579112,2.01889919,0.013512369,0.04115446
19/01/2013,15.5881264,1.99859889,0.013717085,0.041163476
20/01/2013,15.71959214,2.01174993,0.013431676,0.041165
21/01/2013,16.78101952,2.13015937,0.01729158,0.041399519
22/01/2013,17.30017884,2.1703499,0.017527129,0.041443232
23/01/2013,17.53639542,2.18559134,0.017548849,0.04144947
24/01/2013,16.90108607,2.09953529,0.019309296,0.041554642
25/01/2013,17.40720203,2.15223509,0.019708186,0.041585229
26/01/2013,17.55362918,2.16087068,0.019561778,0.041506829
27/01/2013,17.86462801,2.18079976,0.019600621,0.041488349
28/01/2013,18.79426487,2.27526587,0.02075884,0.041603205
29/01/2013,19.51471419,2.32416991,0.021266771,0.041081734
30/01/2013,19.73744669,2.32557517,0.021247264,0.041022207
31/01/2013,20.51164303,2.38254625,0.021053233,0.04110528
01/02/2013,20.44309196,2.33077644,0.021039482,0.041095028
02/02/2013,19.63590171,2.2350697,0.023270888,0.041224194
03/02/2013,20.57893968,2.32891208,0.024033905,0.041351589
04/02/2013,20.44048796,2.30317042,0.024213287,0.041354006
05/02/2013,20.65934473,2.31494333,0.0241398,0.041357517
06/02/2013,21.20856553,2.36137756,0.024155139,0.041343171
07/02/2013,22.11776518,2.44320117,0.024655363,0.041441455
08/02/2013,22.78736505,2.48951622,0.024661542,0.041487463
09/02/2013,23.73386015,2.57029343,0.025036666,0.04152058
10/02/2013,23.90028936,2.57573299,0.025041967,0.041509983
11/02/2013,24.49727269,2.61956557,0.02483481,0.041170244
12/02/2013,24.97973641,2.64695645,0.024487724,0.041166614
13/02/2013,24.64165093,2.58643345,0.025166132,0.040336018
14/02/2013,27.28238982,2.81731895,0.029176798,0.040840002
15/02/2013,27.17126923,2.76388477,0.029523276,0.028081714
16/02/2013,27.34616356,2.75541364,0.028715401,0.021833733
17/02/2013,26.92725138,2.69341809,0.029323009,0.021867536
18/02/2013,26.92886764,2.67527962,0.029108354,0.02182601
19/02/2013,29.41362438,2.87905367,0.03171399,0.022596062
20/02/2013,29.81980723,2.88625353,0.030599644,0.022373698
21/02/2013,29.81806892,2.8644687,0.030718107,0.022372256
22/02/2013,30.47265653,2.89510636,0.030712212,0.022392658
23/02/2013,29.80645455,2.81513609,0.029901334,0.022396052
24/02/2013,29.88284849,2.78872419,0.029976737,0.02239635
25/02/2013,30.35203309,2.77552491,0.029925696,0.022391799
26/02/2013,31.15553735,2.82058485,0.029959722,0.022399262
27/02/2013,31.24026108,2.81550442,0.029459085,0.021848102
28/02/2013,33.37529394,2.93242114,0.030586393,0.022265852
01/03/2013,34.60625703,2.99916694,0.030739685,0.022346648
02/03/2013,34.14351592,2.94238341,0.031049529,0.022349766
03/03/2013,34.45174048,2.95351788,0.030852029,0.022303497
04/03/2013,36.37626525,3.07990408,0.029562185,0.022206382
05/03/2013,40.67295399,3.34059331,0.03363479,0.023542592
06/03/2013,43.28499619,3.41073072,0.033908567,0.023870785
07/03/2013,41.94744072,3.24461202,0.035360019,0.02403432
08/03/2013,43.90292891,3.35334641,0.035584901,0.024197874
09/03/2013,46.88858661,3.50857536,0.036253357,0.024582199
10/03/2013,46.06603846,3.41442475,0.037066513,0.024653927
11/03/2013,48.27507458,3.52669627,0.037181789,0.024823173
12/03/2013,44.41354526,3.21775227,0.041935439,0.025741303
13/03/2013,47.01619085,3.35448171,0.042452868,0.0259487
14/03/2013,46.92556255,3.31080577,0.04267143,0.025950538
15/03/2013,46.90251725,3.27320999,0.042370023,0.025952996
16/03/2013,47.1570157,3.26643484,0.039633264,0.025949862
17/03/2013,47.33349978,3.25507816,0.039506942,0.025901642
18/03/2013,51.36543639,3.46957223,0.04107516,0.026471187
19/03/2013,59.49860111,3.86035942,0.046457025,0.028391931
20/03/2013,63.6874855,4.00566845,0.04678321,0.028720474
21/03/2013,70.91752501,4.23461019,0.047751543,0.029606542
22/03/2013,69.84608454,4.05568242,0.048366298,0.029647604
23/03/2013,64.38311637,3.70672564,0.052150194,0.030399352
24/03/2013,71.69042421,4.02556381,0.054236975,0.031267011
25/03/2013,74.31408925,4.02378239,0.053397672,0.031327325
26/03/2013,78.61419743,4.15075356,0.053330307,0.031507071
27/03/2013,88.85207991,4.49610198,0.055694206,0.032593699
28/03/2013,87.67317396,4.28052357,0.056392921,0.03263714
29/03/2013,90.29569936,4.30087359,0.056083838,0.032654166
30/03/2013,92.18995999,4.24924608,0.05583763,0.032651296
31/03/2013,93.89923842,4.26532297,0.055906756,0.032614152
01/04/2013,103.5803469,4.45266486,0.056400061,0.033253418
02/04/2013,116.6799442,4.75336825,0.058072241,0.034175064
03/04/2013,131.3848094,4.85046378,0.059758954,0.03504714
04/04/2013,133.0071205,4.73920513,0.058553585,0.034962316
05/04/2013,142.6260655,4.71276367,0.058671383,0.034875642
06/04/2013,143.081823,4.6145611,0.05755472,0.03483153
07/04/2013,162.8522146,5.04960835,0.059782534,0.035876991
08/04/2013,186.3511618,5.33290242,0.061949859,0.036974018
09/04/2013,230.6829967,5.64074143,0.067845342,0.039789358
10/04/2013,161.1928897,3.7993504,0.101340212,0.048600804
11/04/2013,82.90158504,2.09881888,0.162788425,0.070172402
12/04/2013,111.4763732,2.84072926,0.170304856,0.073276629
13/04/2013,97.60907187,2.50198944,0.17277804,0.074069725
14/04/2013,88.8614914,2.29456796,0.174078892,0.074476726
15/04/2013,80.87469317,2.11528578,0.17533736,0.074888919
16/04/2013,68.28313873,1.81094891,0.178634968,0.076076554
17/04/2013,92.86403691,2.42321708,0.186256004,0.079225069
18/04/2013,108.6283451,2.78425484,0.186495533,0.079951077
19/04/2013,119.0122832,3.00006559,0.186750001,0.080158191
20/04/2013,128.2082889,3.18525555,0.186317458,0.080287952
21/04/2013,118.4832438,2.91485166,0.187090304,0.080572819
22/04/2013,126.3142718,3.07341776,0.186317728,0.080649795
23/04/2013,142.1272181,3.38292483,0.186491779,0.080729045
24/04/2013,154.1332778,3.50996743,0.186783374,0.080689819
25/04/2013,141.0086593,3.16156158,0.187806739,0.081051836
26/04/2013,137.2096004,3.0583438,0.186964298,0.081108424
27/04/2013,128.2266696,2.83739563,0.187505968,0.081322272
28/04/2013,134.6235696,2.9627086,0.187598094,0.081361933
29/04/2013,143.8103782,3.11966325,0.187841814,0.081449504
30/04/2013,139.1296475,3.00006777,0.188043139,0.081389323
01/05/2013,116.113801,2.52047369,0.190574227,0.082663589
02/05/2013,106.3409847,2.32100761,0.190003056,0.083007337
03/05/2013,96.31684027,2.10886798,0.189347431,0.08342444
04/05/2013,112.4976364,2.45598818,0.191722109,0.084092827
05/05/2013,116.4887158,2.53233335,0.191353852,0.084108479
06/05/2013,112.1185962,2.43394807,0.191429128,0.0841949
07/05/2013,111.6092129,2.41884231,0.189664062,0.084193624
08/05/2013,113.1360619,2.44959787,0.187697016,0.08418028
09/05/2013,111.9745327,2.42161822,0.18261746,0.084195855
10/05/2013,117.6910369,2.54554421,0.171729387,0.084232957
11/05/2013,115.4997777,2.486801,0.119347176,0.084266206
12/05/2013,114.8856756,2.46930854,0.106515764,0.084268836
13/05/2013,117.4044566,2.5169175,0.103514048,0.084262076
14/05/2013,107.8655666,2.31657619,0.103222095,0.084575964
15/05/2013,108.9868524,2.33507149,0.101456991,0.084538298
16/05/2013,112.9178741,2.41471463,0.095711342,0.08455323
17/05/2013,117.284616,2.50090692,0.078603213,0.084561195
18/05/2013,118.1698767,2.50453812,0.073397288,0.084561099
19/05/2013,117.0338802,2.47744864,0.071489873,0.084568014
20/05/2013,117.8186365,2.48938747,0.070095864,0.084565784
21/05/2013,117.2520409,2.4741524,0.068612945,0.084537256
22/05/2013,118.9781736,2.50485148,0.067600765,0.084531348
23/05/2013,123.726156,2.59511089,0.064225808,0.084554314
24/05/2013,128.9710807,2.69072496,0.062794936,0.084581024
25/05/2013,128.8449153,2.65472177,0.060805259,0.084532099
26/05/2013,130.1586011,2.67740913,0.060673401,0.084524741
27/05/2013,126.3929059,2.59424673,0.059630961,0.084584119
28/05/2013,125.9045953,2.57846403,0.058904399,0.084593378
29/05/2013,129.5648124,2.63946924,0.057796411,0.084600457
30/05/2013,126.5130684,2.56977125,0.057657448,0.084639902
31/05/2013,127.8164889,2.58656508,0.046905817,0.084626399
01/06/2013,128.7911511,2.59949225,0.043635133,0.084627326
02/06/2013,122.6267089,2.47023042,0.040300032,0.08469403
03/06/2013,122.9491879,2.47098358,0.02916772,0.084688057
04/06/2013,120.1899687,2.41037014,0.028888725,0.084728337
05/06/2013,120.8699238,2.41605705,0.027926171,0.084724821
06/06/2013,119.0539757,2.36554851,0.028084836,0.084745746
07/06/2013,110.1977314,2.19162685,0.031502961,0.084989758
08/06/2013,109.1785453,2.17144932,0.031492893,0.085004179
09/06/2013,99.90360345,1.98865953,0.033881693,0.085332791
10/06/2013,104.3575666,2.07770045,0.034934564,0.085365471
11/06/2013,107.5075205,2.13557988,0.035450001,0.085375703
12/06/2013,106.3781163,2.11326913,0.035188262,0.085374647
13/06/2013,101.3238977,2.01619261,0.032847997,0.08548343
14/06/2013,99.2132443,1.97525553,0.032938365,0.085495403
15/06/2013,99.87503741,1.98785838,0.032186891,0.085491263
16/06/2013,99.03835126,1.97078129,0.031196848,0.085496655
17/06/2013,100.1263051,1.99247389,0.031252519,0.08549416
18/06/2013,104.2891764,2.07413684,0.032357342,0.085520025
19/06/2013,104.4171508,2.07549068,0.032311435,0.085507841
20/06/2013,104.3234997,2.07320647,0.032316043,0.085508438
21/06/2013,101.4168574,2.01650897,0.032417108,0.085547221
22/06/2013,100.0395085,1.9886398,0.031335685,0.085567137
23/06/2013,100.3147446,1.99397986,0.030034645,0.08556137
24/06/2013,99.04568323,1.96797679,0.030011473,0.085579318
25/06/2013,97.83278872,1.94416036,0.029802866,0.085589639
26/06/2013,98.65170076,1.95910003,0.029731994,0.08558834
27/06/2013,96.8039496,1.92349796,0.029782154,0.085608041
28/06/2013,89.42450672,1.78128607,0.031572856,0.085871276
29/06/2013,88.79729106,1.76821188,0.031511202,0.085880966
30/06/2013,89.48090766,1.78301213,0.031452398,0.085858471
01/07/2013,82.86757013,1.65189371,0.033364721,0.086098716
02/07/2013,87.81646669,1.74762367,0.035236577,0.086172272
03/07/2013,77.6913308,1.55181119,0.040556564,0.086739543
04/07/2013,79.13487084,1.58276019,0.040990157,0.086739197
05/07/2013,67.44762385,1.36137275,0.04867509,0.087655023
06/07/2013,66.34168089,1.34844416,0.0486715,0.08767478
07/07/2013,72.10952237,1.46501861,0.050880632,0.087849025
08/07/2013,73.98855377,1.50296907,0.051394637,0.087856379
09/07/2013,74.89191087,1.52222014,0.049530391,0.087851797
10/07/2013,85.01367914,1.71733658,0.054671001,0.088287051
11/07/2013,87.49754939,1.76516035,0.054649605,0.08829442
12/07/2013,90.04669871,1.81083744,0.055027215,0.08829912
13/07/2013,91.5925979,1.83583015,0.05455722,0.088300535
14/07/2013,89.89226928,1.80117415,0.054533001,0.088323603
15/07/2013,93.79615254,1.87663807,0.055147974,0.088347466
16/07/2013,91.78103565,1.83749352,0.055253952,0.088304316
17/07/2013,91.03135126,1.8238974,0.055203588,0.088314399
18/07/2013,84.96172912,1.7072557,0.055825968,0.08849961
19/07/2013,86.2387946,1.7344736,0.055949964,0.088500524
20/07/2013,84.91085915,1.70903901,0.055964274,0.088420458
21/07/2013,85.66435026,1.72424963,0.055884997,0.088405826
22/07/2013,85.64902864,1.72449453,0.0558723,0.088407699
23/07/2013,86.97705669,1.75049177,0.055981658,0.088342541
24/07/2013,88.15173057,1.77287254,0.056056686,0.088329918
25/07/2013,90.16609223,1.81143598,0.056237632,0.088335703
26/07/2013,89.98398597,1.80661592,0.056199198,0.088337272
27/07/2013,88.16527586,1.76941732,0.056214559,0.088308603
28/07/2013,92.7458422,1.85884089,0.05513843,0.088337875
29/07/2013,93.29869725,1.869772,0.055122356,0.088337874
30/07/2013,96.65955289,1.93317595,0.055458065,0.088332349
31/07/2013,98.02441993,1.95512089,0.053418171,0.088328698
01/08/2013,96.56801783,1.92448734,0.052604794,0.088270385
02/08/2013,96.07453068,1.90836477,0.047002076,0.08823024
03/08/2013,95.50670953,1.88398021,0.0470098,0.088229464
04/08/2013,96.36548217,1.89918712,0.035020335,0.08822933
05/08/2013,97.52713384,1.91794773,0.034606729,0.088219768
06/08/2013,97.6712066,1.91969225,0.031982319,0.088185491
07/08/2013,97.0542069,1.90613164,0.031978381,0.088177259
08/08/2013,94.25727177,1.85073304,0.032724115,0.08818669
09/08/2013,92.47277674,1.81530455,0.024124741,0.088209262
10/08/2013,93.29355289,1.83035886,0.023653722,0.088199954
11/08/2013,94.27131239,1.84834368,0.023175878,0.088195606
12/08/2013,95.44647078,1.87013093,0.023084324,0.088182307
13/08/2013,97.75907508,1.90506811,0.023117185,0.087907786
14/08/2013,99.12128755,1.92870802,0.021983475,0.087905211
15/08/2013,98.10633314,1.90518517,0.02165781,0.087914854
16/08/2013,98.29096026,1.90684121,0.021568532,0.08789953
17/08/2013,99.63050438,1.92994937,0.016880266,0.087899159
18/08/2013,99.17803974,1.91982911,0.016872336,0.087693386
19/08/2013,102.7840123,1.98520771,0.017345638,0.087718468
20/08/2013,104.500211,2.01417621,0.017440597,0.087719875
21/08/2013,110.8016037,2.12829753,0.019788718,0.087797411
22/08/2013,109.5232168,2.10024403,0.020080156,0.087781337
23/08/2013,107.6975716,2.06093411,0.02053571,0.087798964
24/08/2013,108.882675,2.08130944,0.020333468,0.08779715
25/08/2013,113.0825634,2.15729459,0.021061535,0.087815684
26/08/2013,112.1181148,2.13483001,0.020624116,0.0878229
27/08/2013,117.7597908,2.23422335,0.020514875,0.087768173
28/08/2013,118.3174144,2.23736392,0.020520214,0.087740997
29/08/2013,118.8356382,2.23910779,0.019859169,0.087728025
30/08/2013,124.8853796,2.34219842,0.021313132,0.087785704
31/08/2013,128.377979,2.39605237,0.021142048,0.087727941
01/09/2013,130.536372,2.42498554,0.020996522,0.087379987
02/09/2013,129.5653717,2.39758629,0.021039154,0.087285881
03/09/2013,129.1828036,2.37429811,0.021174769,0.087243394
04/09/2013,122.5292387,2.2514393,0.024056265,0.087304097
05/09/2013,122.370085,2.24501895,0.024085982,0.087189257
06/09/2013,117.8611464,2.16099099,0.025345709,0.087231073
07/09/2013,119.8149895,2.19342788,0.02448354,0.087179457
08/09/2013,118.0573863,2.15970205,0.024330305,0.086940385
09/09/2013,121.2592726,2.21003514,0.024566868,0.086869542
10/09/2013,122.2155302,2.22281192,0.024565265,0.086868077
11/09/2013,127.0882271,2.30280245,0.025181474,0.086903392
12/09/2013,126.7807236,2.28428174,0.025121675,0.086905417
13/09/2013,127.4077452,2.29152617,0.025111049,0.086905327
14/09/2013,124.3484775,2.22795516,0.025595753,0.086744869
15/09/2013,125.0764179,2.23809743,0.025573842,0.086088854
16/09/2013,126.204666,2.25259491,0.025553554,0.085956369
17/09/2013,126.8972501,2.26165636,0.025450703,0.085604197
18/09/2013,126.9038194,2.25652894,0.024949973,0.08559337
19/09/2013,124.1809573,2.19436054,0.025418919,0.085378406
20/09/2013,122.9216359,2.17030968,0.023522792,0.085028553
21/09/2013,123.5082569,2.17848848,0.02335051,0.084992808
22/09/2013,123.1249351,2.16687478,0.023061554,0.084899449
23/09/2013,122.865699,2.16034239,0.023058174,0.084422762
24/09/2013,123.7973577,2.17210146,0.022172338,0.084416175
25/09/2013,123.6140786,2.16519894,0.022082269,0.084391249
26/09/2013,124.6856745,2.18059655,0.020353929,0.084380822
27/09/2013,126.6053477,2.21042861,0.020495069,0.084377719
28/09/2013,126.7965517,2.21128719,0.020491552,0.084067376
29/09/2013,127.1086277,2.21364079,0.018427306,0.083601268
30/09/2013,126.0902618,2.19174983,0.017763694,0.083132428
01/10/2013,127.5754243,2.21273466,0.01761981,0.083131966
02/10/2013,104.1050929,1.81680607,0.040980733,0.084330181
03/10/2013,117.575495,2.04455417,0.047270501,0.084829931
04/10/2013,121.9303477,2.11654681,0.046838581,0.084312049
05/10/2013,121.3934027,2.10462698,0.046844635,0.083690082
06/10/2013,122.4752613,2.12014896,0.046334773,0.082117543
07/10/2013,123.9068726,2.126249,0.046288718,0.077695345
08/10/2013,124.7665289,2.13762894,0.046201166,0.05969635
09/10/2013,125.9335203,2.15267013,0.045985981,0.055487515
10/10/2013,126.7046505,2.16263506,0.045978436,0.054578701
11/10/2013,127.2552992,2.16817047,0.045425251,0.054109151
12/10/2013,127.851263,2.174057,0.045430437,0.053627094
13/10/2013,132.4156587,2.2466238,0.045868167,0.052111679
14/10/2013,135.3391949,2.28766824,0.04575399,0.046897177
15/10/2013,141.4939085,2.37863355,0.046381188,0.045555271
16/10/2013,138.3279219,2.31116231,0.046625164,0.04508933
17/10/2013,143.7471338,2.38998533,0.047070145,0.044840219
18/10/2013,152.7755722,2.52745724,0.048185541,0.044665547
19/10/2013,165.7727171,2.71725799,0.049791038,0.044822778
20/10/2013,166.5001511,2.71537286,0.049661911,0.043965707
21/10/2013,179.9106286,2.87138391,0.05114344,0.043929514
22/10/2013,190.4027814,2.97641992,0.051674886,0.043605573
23/10/2013,204.600351,3.12646993,0.052611817,0.043863623
24/10/2013,194.4100438,2.94581752,0.054044751,0.043732888
25/10/2013,185.6437876,2.72008931,0.055119969,0.0437423
26/10/2013,179.808218,2.63011758,0.055739155,0.043547662
27/10/2013,194.5461333,2.83044183,0.057050237,0.043852173
28/10/2013,196.2746873,2.84330802,0.057009138,0.041661689
29/10/2013,204.4281742,2.92026025,0.057156486,0.041195421
30/10/2013,197.9005994,2.81514522,0.057679496,0.040562863
31/10/2013,203.2836499,2.87412323,0.057715623,0.038985644
01/11/2013,203.0371098,2.85280581,0.040527199,0.038915079
02/11/2013,204.7928814,2.86731813,0.035963798,0.03879363
03/11/2013,210.2753826,2.92760426,0.035838955,0.038827067
04/11/2013,228.7910389,3.1028572,0.037536932,0.039285584
05/11/2013,243.6416689,3.23550814,0.038218259,0.039515707
06/11/2013,263.209584,3.44238515,0.039408699,0.03974459
07/11/2013,290.1242262,3.65033333,0.04137869,0.040303731
08/11/2013,333.7506565,4.05004446,0.045962369,0.041531821
09/11/2013,331.0511485,3.9318261,0.046315979,0.041528047
10/11/2013,327.5586535,3.83414476,0.04670261,0.040989637
11/11/2013,342.6976929,3.93601752,0.046484838,0.041091573
12/11/2013,354.6454883,3.97746675,0.046483745,0.041087065
13/11/2013,394.5044952,4.2842717,0.048326865,0.041694913
14/11/2013,416.7063033,4.37591685,0.048427817,0.041848191
15/11/2013,408.3987973,4.19286144,0.048325805,0.041878772
16/11/2013,435.7984428,4.38705732,0.048611567,0.042101238
17/11/2013,485.3365769,4.73725385,0.050131093,0.042750608
18/11/2013,657.7785039,5.88406778,0.06944645,0.048111123
19/11/2013,546.8783973,4.73213355,0.080966523,0.050187494
20/11/2013,595.3390996,4.91891962,0.081097671,0.050451627
21/11/2013,720.7644253,5.68827806,0.085648129,0.052250954
22/11/2013,802.9169337,5.68433725,0.086297643,0.052762935
23/11/2013,834.29534,5.59412815,0.084366496,0.052721294
24/11/2013,807.1666955,5.296892,0.083892631,0.052810497
25/11/2013,816.2433866,5.13246251,0.082820783,0.052792663
26/11/2013,916.0971601,5.08521124,0.083520262,0.053308454
27/11/2013,962.9105609,5.07240404,0.083130265,0.053386954
28/11/2013,1007.387164,5.00804872,0.083111494,0.053446082
29/11/2013,1128.725488,5.25316203,0.0821991,0.053793098
30/11/2013,1119.296715,5.06423911,0.082908669,0.053810463
01/12/2013,964.4857937,4.31245878,0.090508893,0.055075285
02/12/2013,1040.808218,4.55216972,0.090233577,0.055283284
03/12/2013,1053.621027,4.5167953,0.090421077,0.055245959
04/12/2013,1134.932231,4.71817918,0.090322077,0.055030632
05/12/2013,1027.411773,4.1962207,0.094503655,0.055642073
06/12/2013,824.5817103,3.37225697,0.106181713,0.057792069
07/12/2013,703.748376,2.86818513,0.111399387,0.059116589
08/12/2013,783.5733483,3.17322401,0.110437685,0.059539313
09/12/2013,896.0792899,3.60228356,0.111859127,0.060219361
10/12/2013,977.1653673,3.88194448,0.111954948,0.060304152
11/12/2013,875.4640343,3.43846013,0.115074045,0.060941338
12/12/2013,873.324806,3.41655496,0.115236104,0.060949651
13/12/2013,879.1561353,3.40755236,0.11439012,0.06093174
14/12/2013,852.8561205,3.3146272,0.114725843,0.061013995
15/12/2013,864.0616579,3.34036895,0.114446483,0.060975785
16/12/2013,677.8941068,2.62754698,0.124113299,0.063852511
17/12/2013,682.6267727,2.64569174,0.122868655,0.063847436
18/12/2013,526.1209763,2.04906035,0.119684318,0.066905141
19/12/2013,685.525129,2.65997338,0.124750181,0.069539205
20/12/2013,600.2169543,2.33082877,0.126418478,0.070355926
21/12/2013,597.0335025,2.28074868,0.121167478,0.07034475
22/12/2013,615.0130353,2.38571042,0.119453894,0.070340007
23/12/2013,657.9266342,2.54494127,0.119967926,0.070469074
24/12/2013,650.6647452,2.46859013,0.1198762,0.070453245
25/12/2013,678.2901581,2.56119713,0.120164928,0.070167261
26/12/2013,749.996595,2.81662728,0.119674369,0.070467745
27/12/2013,722.5705675,2.69881739,0.119312153,0.070562136
28/12/2013,715.8523631,2.67127051,0.118864223,0.070268641
29/12/2013,727.2712157,2.70995202,0.116633699,0.070184576
30/12/2013,735.7419971,2.73973508,0.116727616,0.069459551
31/12/2013,729.5575829,2.71424112,0.113914217,0.069475597
01/01/2014,752.4045499,2.79859382,0.113038891,0.068279524
02/01/2014,784.9549213,2.90688604,0.113383875,0.068276375
03/01/2014,807.222939,2.97276592,0.112509876,0.068085299
04/01/2014,828.6020626,3.00082617,0.111448294,0.068085725
05/01/2014,902.4873803,3.23751863,0.105110942,0.068296747
06/01/2014,914.4599608,3.25855458,0.10059335,0.067770132
07/01/2014,803.3517962,2.85648041,0.101871154,0.068589178
08/01/2014,820.6900095,2.89105715,0.098815989,0.068581537
09/01/2014,831.3347505,2.91922133,0.097418745,0.068580631
10/01/2014,853.2988548,2.98942387,0.095533416,0.06854883
11/01/2014,889.5558371,3.08800818,0.095846249,0.068546663
12/01/2014,845.1913322,2.92251348,0.096300739,0.068663788
13/01/2014,822.8770122,2.83904175,0.096265377,0.068708702
14/01/2014,815.2936027,2.80186801,0.096237704,0.068457936
15/01/2014,841.0898574,2.87183201,0.084942278,0.068471745
16/01/2014,815.8548003,2.77584537,0.0852201,0.06851514
17/01/2014,792.8295065,2.69438096,0.069249208,0.068583417
18/01/2014,809.7835284,2.74847429,0.050567317,0.06858006
19/01/2014,838.4284747,2.83776277,0.04351112,0.06859985
20/01/2014,828.8852166,2.79830469,0.043605365,0.068623202
21/01/2014,823.8179638,2.77609902,0.043564893,0.068632882
22/01/2014,818.9763863,2.75067841,0.042253054,0.068638
23/01/2014,810.9224252,2.72035724,0.042235375,0.068614458
24/01/2014,781.042514,2.61463948,0.042493093,0.068654149
25/01/2014,804.4032408,2.68630023,0.038789243,0.068665261
26/01/2014,814.4993814,2.7159709,0.038095485,0.068642835
27/01/2014,742.701375,2.47713004,0.041914472,0.069079855
28/01/2014,790.1764019,2.62930512,0.04329232,0.069154674
29/01/2014,793.3844249,2.63373693,0.043261271,0.069145602
30/01/2014,799.4744798,2.64884556,0.043220478,0.069133639
31/01/2014,803.2375988,2.65797129,0.042903336,0.069135348
01/02/2014,813.2195492,2.67963991,0.042279766,0.069135359
02/02/2014,814.4908704,2.68024654,0.041976484,0.069135288
03/02/2014,806.9974284,2.65176796,0.041721682,0.069139881
04/02/2014,800.0782319,2.627458,0.038416251,0.069088601
05/02/2014,784.4736928,2.49283475,0.038377751,0.069090076
06/02/2014,763.5693822,2.4248508,0.030714997,0.069150526
07/02/2014,711.5712734,2.26379227,0.032844845,0.06942145
08/02/2014,677.6823009,2.15811443,0.033623818,0.06956539
09/02/2014,687.4060546,2.18797536,0.033292522,0.069558982
10/02/2014,685.4574988,2.1809637,0.032009333,0.069566066
11/02/2014,671.8996917,2.13932234,0.031075298,0.06958617
12/02/2014,653.7657809,2.08400611,0.03108829,0.069640957
13/02/2014,612.918415,1.95543342,0.032776904,0.06986476
14/02/2014,668.7886027,2.12998114,0.036557567,0.070091876
15/02/2014,654.3770602,2.08368328,0.036404782,0.070107818
16/02/2014,623.2503219,1.98508729,0.036990393,0.070243955
17/02/2014,631.3345963,2.01155832,0.036795711,0.070149736
18/02/2014,627.2717614,1.99849686,0.035890831,0.070142063
19/02/2014,623.5401369,1.9894402,0.035895429,0.070123827
20/02/2014,563.7685611,1.80129677,0.039561506,0.070605955
21/02/2014,580.324316,1.85383269,0.040271375,0.070588844
22/02/2014,607.1246333,1.93944631,0.041578799,0.070627329
23/02/2014,610.0823237,1.94857991,0.041317741,0.070565317
24/02/2014,542.2666508,1.7420652,0.045248351,0.071196622
25/02/2014,533.7076444,1.72827883,0.044990232,0.071219169
26/02/2014,587.5785883,1.89989181,0.046815116,0.071453845
27/02/2014,585.3939257,1.89448535,0.0449378,0.071445492
28/02/2014,551.2947703,1.78120748,0.045761813,0.07162449
01/03/2014,567.5342354,1.83532329,0.046244575,0.071632113
02/03/2014,558.5277072,1.80787101,0.046150106,0.071650057
03/03/2014,676.5057328,2.18083347,0.059192449,0.07279559
04/03/2014,674.5113994,2.17294282,0.059177943,0.072797063
05/03/2014,670.3388511,2.15549405,0.059175307,0.072721404
06/03/2014,667.712834,2.14266138,0.059174866,0.072726633
07/03/2014,631.7702952,1.96402906,0.05981293,0.072865087
08/03/2014,621.5241145,1.93041869,0.059722899,0.072878289
09/03/2014,640.5788893,1.95221351,0.058845068,0.072895217
10/03/2014,628.1512412,1.9107893,0.058309046,0.072892016
11/03/2014,633.7338382,1.92512349,0.058263799,0.072887095
12/03/2014,634.6468237,1.92370225,0.058268708,0.072888633
13/03/2014,643.4321009,1.94782915,0.058246558,0.072846902
14/03/2014,628.30859,1.90343662,0.058195343,0.072887834
15/03/2014,636.2186501,1.92641386,0.056998022,0.072888313
16/03/2014,634.168901,1.91927821,0.054635769,0.07289354
17/03/2014,622.7602086,1.88442201,0.054593918,0.072918566
18/03/2014,614.3095137,1.85742156,0.053922258,0.072902245
19/03/2014,610.5112035,1.84533875,0.053871663,0.072897019
20/03/2014,586.6075957,1.77477734,0.054330993,0.0729873
21/03/2014,569.694518,1.71786219,0.054552097,0.073036848
22/03/2014,564.7000267,1.7024792,0.051359745,0.073043993
23/03/2014,558.9588617,1.68536505,0.051097195,0.073057254
24/03/2014,585.0232505,1.76264446,0.051110677,0.073105967
25/03/2014,583.7711891,1.75724218,0.051097866,0.073110381
26/03/2014,579.2438504,1.74314104,0.046168275,0.073118779
27/03/2014,483.1640126,1.4579435,0.057014784,0.074473708
28/03/2014,498.6613289,1.50668923,0.054282796,0.074494456
29/03/2014,489.5170235,1.47991892,0.054333488,0.074510808
30/03/2014,458.9663283,1.38999605,0.05449114,0.074702922
31/03/2014,455.3553541,1.38223661,0.054085527,0.073029079
01/04/2014,479.0084659,1.45469684,0.055077039,0.072603089
02/04/2014,439.0114925,1.33564877,0.042912255,0.072914957
03/04/2014,449.4411515,1.36778873,0.043423983,0.072919954
04/04/2014,449.7198697,1.36964635,0.043481538,0.072921537
05/04/2014,461.6753315,1.41084013,0.044050896,0.072934594
06/04/2014,458.6334805,1.40141439,0.043301434,0.072941968
07/04/2014,448.6552751,1.37167544,0.043339199,0.072974303
08/04/2014,452.8030988,1.38533994,0.042819678,0.072974442
09/04/2014,442.8379849,1.35469234,0.042839641,0.073006923
10/04/2014,366.9118661,1.1286601,0.053380956,0.074439784
11/04/2014,421.9435281,1.30082437,0.060619138,0.075075453
12/04/2014,424.2742126,1.30827456,0.060509497,0.075066606
