Time,BTC / USD Denominated Closing Price,BTC / MVRV (Market Cap / Realized Market Cap),BTC / 30 Day Volatility,BTC / 180 Day Volatility
17/09/2010,0.060000526,4.19274776,0.024092667,
18/09/2010,0.061,4.22048014,0.024204369,
19/09/2010,0.0627,4.29534109,0.024647894,
20/09/2010,0.062101736,4.22043399,0.02452167,
21/09/2010,0.06265,4.22602175,0.024584253,
22/09/2010,0.06188187,4.14162414,0.024528244,
23/09/2010,0.062153513,4.11497371,0.024546867,
24/09/2010,0.0622,4.07954667,0.024548275,
25/09/2010,0.06202,4.03278411,0.024479575,
26/09/2010,0.062,4.00070639,0.024306913,
27/09/2010,0.062200442,3.91751164,0.02430619,
28/09/2010,0.061903898,3.70318762,0.024268255,
29/09/2010,0.06191,3.67369778,0.024077898,
30/09/2010,0.0619,3.58697479,0.019050455,
01/10/2010,0.061973314,3.57218676,0.018058203,
02/10/2010,0.0614,3.26607208,0.017644116,
03/10/2010,0.061064868,3.2380791,0.015981292,
04/10/2010,0.061294477,3.23417646,0.015478597,
05/10/2010,0.0614,3.17003606,0.015407633,
06/10/2010,0.06281,3.22421336,0.015960329,
07/10/2010,0.067,3.40312006,0.019710177,
08/10/2010,0.084453108,4.14833833,0.046083347,
09/10/2010,0.0938,4.40766563,0.049134382,
10/10/2010,0.097146201,4.45879954,0.049180428,
11/10/2010,0.095,4.28117529,0.049390057,
12/10/2010,0.0949,4.2360293,0.048664761,
13/10/2010,0.104865589,4.55044647,0.051090461,
14/10/2010,0.102,4.35844526,0.051626516,
15/10/2010,0.105,4.34353862,0.051035128,
16/10/2010,0.101,4.06985428,0.052074878,
17/10/2010,0.102,4.06277933,0.051318054,
18/10/2010,0.1024,4.02994877,0.051379516,
19/10/2010,0.097544892,3.80761656,0.05271705,
20/10/2010,0.099,3.8186494,0.052516755,
21/10/2010,0.107,4.00919854,0.053705036,
22/10/2010,0.1025,3.82096178,0.054582526,
23/10/2010,0.104556424,3.85485171,0.054534013,
24/10/2010,0.11501,4.14384219,0.056247174,
25/10/2010,0.139118553,4.88883386,0.064003157,
26/10/2010,0.151,5.14523738,0.064555539,
27/10/2010,0.1877,6.05058402,0.072855192,
28/10/2010,0.1731,5.2615273,0.075630606,
29/10/2010,0.19,5.63366942,0.076087421,
30/10/2010,0.197610544,5.72124637,0.07575644,
31/10/2010,0.1925,5.43761091,0.076386381,
01/11/2010,0.194525061,5.41406405,0.076050946,
02/11/2010,0.1938,5.28311477,0.076016981,
03/11/2010,0.1931,5.18370173,0.076144964,
04/11/2010,0.229275161,5.7153824,0.079580476,
05/11/2010,0.259112414,6.25148898,0.080735339,
06/11/2010,0.400982303,8.19405221,0.107600458,
07/11/2010,0.34,6.73312638,0.110083357,
08/11/2010,0.243184629,4.59520726,0.129605336,
09/11/2010,0.217272694,4.06257605,0.132254782,
10/11/2010,0.229549731,4.25825739,0.132016593,
11/11/2010,0.2231,4.10381259,0.132329702,
12/11/2010,0.2682,4.88620474,0.134768202,
13/11/2010,0.276,4.93212505,0.134309291,
14/11/2010,0.27904,4.88743661,0.134369047,
15/11/2010,0.268464556,4.51276218,0.134365321,
16/11/2010,0.225,3.76028119,0.139661911,
17/11/2010,0.241939334,4.00641517,0.139843805,
18/11/2010,0.269057791,4.39720823,0.139751865,
19/11/2010,0.27829,4.48312449,0.139705785,
20/11/2010,0.283015965,4.49841005,0.139497738,
21/11/2010,0.27675,4.36944711,0.139164462,
22/11/2010,0.285,4.46021601,0.139144082,
23/11/2010,0.28295,4.38599831,0.138830754,
24/11/2010,0.282905736,4.33600482,0.135563994,
25/11/2010,0.28,4.23185505,0.135242208,
26/11/2010,0.2844,4.23141948,0.130024751,
27/11/2010,0.283,4.17587813,0.128848309,
28/11/2010,0.271358679,3.97931625,0.128433786,
29/11/2010,0.230559456,3.37289742,0.132197377,
30/11/2010,0.2082,3.0371558,0.133534894,
01/12/2010,0.2275,3.31113157,0.134453239,
02/12/2010,0.255,3.6445754,0.135896417,
03/12/2010,0.251060084,3.57134671,0.135952647,
04/12/2010,0.205000526,2.90733946,0.137650586,
05/12/2010,0.202850018,2.86401711,0.135576311,
06/12/2010,0.204,2.83306957,0.106542099,
07/12/2010,0.233420386,3.1967626,0.106775256,
08/12/2010,0.2388,3.24906898,0.087797268,
09/12/2010,0.199991694,2.71091675,0.091365829,
10/12/2010,0.204,2.7619015,0.090824011,
11/12/2010,0.228,3.07070131,0.093075487,
12/12/2010,0.219853612,2.94969685,0.08657333,
13/12/2010,0.227605237,3.03156879,0.086664279,
14/12/2010,0.24669,3.26966627,0.088064717,
15/12/2010,0.24,3.15229808,0.087937472,
16/12/2010,0.24996,3.26455554,0.081951647,
17/12/2010,0.242655815,3.15712017,0.081101348,
18/12/2010,0.241,3.11960091,0.078586995,
19/12/2010,0.2401,3.09706546,0.078269064,
20/12/2010,0.267,3.39996207,0.08078535,
21/12/2010,0.241436002,3.01272532,0.082708851,
22/12/2010,0.25,3.10757151,0.0827924,
23/12/2010,0.249970128,3.09503865,0.082794115,
24/12/2010,0.248,3.05891168,0.082793386,
25/12/2010,0.2499,3.06790542,0.082813906,
26/12/2010,0.264962127,3.23677185,0.083528317,
27/12/2010,0.264785389,3.21872427,0.083527414,
28/12/2010,0.281,3.39360976,0.083913544,
29/12/2010,0.3,3.55514947,0.078710936,
30/12/2010,0.3,3.53000117,0.07591367,
31/12/2010,0.3,3.51255257,0.074547264,
01/01/2011,0.3,3.49431915,0.071873963,
02/01/2011,0.29997,3.46374621,0.071773608,
03/01/2011,0.295,3.38619201,0.060238751,
04/01/2011,0.29895,3.41744847,0.060086328,
05/01/2011,0.298916302,3.39994438,0.060119609,
06/01/2011,0.298,3.37409013,0.05557006,
07/01/2011,0.32,3.59662517,0.056702513,
08/01/2011,0.3229,3.60311438,0.044362827,
09/01/2011,0.323,3.58303029,0.044447267,
10/01/2011,0.32659,3.56790627,0.040589028,
11/01/2011,0.32659,3.47434474,0.039626293,
12/01/2011,0.318799621,3.37613389,0.039980673,
13/01/2011,0.3176,3.31520101,0.037848406,
14/01/2011,0.399990006,4.10741466,0.054902824,0.08182511
15/01/2011,0.386,3.93479597,0.055532712,0.081728682
16/01/2011,0.38679,3.89072744,0.054962486,0.081471619
17/01/2011,0.3495,3.48443916,0.058861748,0.081803198
18/01/2011,0.31299,3.11008305,0.062944509,0.078909117
19/01/2011,0.31299,3.07260733,0.060207211,0.078887365
20/01/2011,0.39,3.78751517,0.068621606,0.079970242
21/01/2011,0.41991,4.03324208,0.069357973,0.079839343
22/01/2011,0.440035529,4.1752733,0.069481059,0.079592819
23/01/2011,0.4424,4.11467439,0.069346902,0.079552491
24/01/2011,0.4199,3.8538566,0.070543804,0.07969159
